,landmark
30794,45668
30795,21053
30796,33684
30797,151149
30798,202198
30799,2777
30800,74631
30801,182607
30802,119141
30803,189788
30804,17613
30805,10121
30806,63720
30807,13665
30808,143716
30809,123963
30810,173234
30811,114721
30812,67304
30813,104666
30814,66169
30815,125685
30816,98772
30817,79295
30818,200781
30819,71552
30820,140061
30821,152714
30822,156412
30823,135905
30824,65627
30825,191000
30826,160486
30827,13481
30828,199745
30829,101148
30830,138318
30831,68634
30832,37913
30833,57963
30834,43069
30835,90331
30836,120501
30837,998
30838,181185
30839,184685
30840,29602
30841,176862
30842,61550
30843,74378
30844,71380
30845,134994
30846,181965
30847,33925
30848,23884
30849,74804
30850,90058
30851,117972
30852,2723
30853,154581
30854,28644
30855,70065
30856,149912
30857,53883
30858,175095
30859,99259
30860,64788
30861,78815
30862,174920
30863,74186
30864,144235
30865,191168
30866,36835
30867,189368
30868,78574
30869,183097
30870,103258
30871,74244
30872,17010
30873,96826
30874,172188
30875,123427
30876,164314
30877,26421
30878,103672
30879,100541
30880,96948
30881,158444
30882,181267
30883,132567
30884,140234
30885,34664
30886,141890
30887,110328
30888,182815
30889,40803
30890,142743
30891,188173
30892,101471
30893,29913
30894,170538
30895,41937
30896,190480
30897,146311
30898,96698
30899,2162
30900,202424
30901,186463
30902,77550
30903,17831
30904,153881
30905,167084
30906,131813
30907,77222
30908,72288
30909,191900
30910,162283
30911,119467
30912,76453
30913,111376
30914,159128
30915,10626
30916,105415
30917,148961
30918,119299
30919,172820
30920,106416
30921,34970
30922,72713
30923,53714
30924,54851
30925,46961
30926,123545
30927,198977
30928,178655
30929,160760
30930,188597
30931,33082
30932,159889
30933,146867
30934,188746
30935,67903
30936,64355
30937,24915
30938,181005
30939,171401
30940,47289
30941,17097
30942,18504
30943,65516
30944,194533
30945,135731
30946,56412
30947,73689
30948,171095
30949,193701
30950,130842
30951,149425
30952,144081
30953,71244
30954,37588
30955,126974
30956,197567
30957,116214
30958,55365
30959,45494
30960,197684
30961,37921
30962,155019
30963,33579
30964,133850
30965,1640
30966,3088
30967,42950
30968,19315
30969,114434
30970,132237
30971,23148
30972,179247
30973,138722
30974,102411
30975,166488
30976,90902
30977,110224
30978,109023
30979,108624
30980,176641
30981,88926
30982,115624
30983,133893
30984,88128
30985,60613
30986,19218
30987,104772
30988,136802
30989,61309
30990,199875
30991,24820
30992,63384
30993,131082
30994,157184
30995,48515
30996,176270
30997,38691
30998,109237
30999,70044
31000,118626
31001,129529
31002,73605
31003,8823
31004,45286
31005,8030
31006,54109
31007,113630
31008,84675
31009,54180
31010,21895
31011,202749
31012,6969
31013,41767
31014,62430
31015,4089
31016,166549
31017,6876
31018,132991
31019,128388
31020,79794
31021,0
31022,201152
31023,949
31024,69404
31025,192667
31026,184658
31027,38099
31028,180711
31029,73448
31030,49687
31031,119045
31032,170474
31033,4706
31034,13672
31035,189528
31036,80982
31037,15163
31038,14666
31039,191418
31040,21991
31041,146411
31042,159388
31043,71344
31044,76878
31045,199418
31046,88465
31047,158712
31048,95617
31049,178050
31050,126319
31051,180362
31052,117685
31053,96567
31054,135018
31055,67885
31056,151310
31057,37539
31058,5534
31059,106625
31060,81944
31061,34946
31062,68248
31063,88388
31064,38509
31065,110436
31066,65376
31067,130843
31068,161166
31069,70333
31070,166625
31071,140610
31072,167194
31073,89812
31074,138033
31075,174453
31076,152502
31077,9565
31078,139855
31079,156212
31080,163986
31081,110008
31082,110104
31083,168959
31084,38330
31085,193014
31086,117589
31087,159118
31088,88750
31089,46610
31090,30676
31091,40321
31092,100530
31093,15218
31094,149213
31095,140302
31096,97773
31097,10665
31098,60366
31099,58480
31100,173288
31101,5194
31102,5255
31103,162656
31104,26971
31105,55648
31106,49105
31107,97114
31108,157894
31109,44731
31110,132499
31111,103172
31112,191452
31113,7853
31114,5246
31115,77088
31116,178123
31117,64527
31118,22324
31119,174193
31120,131466
31121,15971
31122,69265
31123,35732
31124,7933
31125,94702
31126,76078
31127,12892
31128,18424
31129,116832
31130,188175
31131,105670
31132,82962
31133,182442
31134,169213
31135,59700
31136,148529
31137,94617
31138,187286
31139,11405
31140,83416
31141,93663
31142,100962
31143,51847
31144,70364
31145,109438
31146,653
31147,117387
31148,106129
31149,81887
31150,132497
31151,8815
31152,73694
31153,172201
31154,149234
31155,124052
31156,56553
31157,42763
31158,13279
31159,13248
31160,81868
31161,132009
31162,25650
31163,177854
31164,41299
31165,144037
31166,10454
31167,193625
31168,39012
31169,140886
31170,36952
31171,198036
31172,185580
31173,17742
31174,58081
31175,110000
31176,140692
31177,46983
31178,197133
31179,51937
31180,16323
31181,65928
31182,41585
31183,49162
31184,160865
31185,188281
31186,189874
31187,40212
31188,138617
31189,28257
31190,151797
31191,43813
31192,86234
31193,50950
31194,160019
31195,62330
31196,38394
31197,35599
31198,64932
31199,125017
31200,100372
31201,25111
31202,185985
31203,201862
31204,125170
31205,51579
31206,35756
31207,163729
31208,40014
31209,48499
31210,51748
31211,61640
31212,202092
31213,32375
31214,195529
31215,122563
31216,49076
31217,22014
31218,41133
31219,172567
31220,157730
31221,146245
31222,12683
31223,2058
31224,6930
31225,93352
31226,64065
31227,54700
31228,33278
31229,111677
31230,97352
31231,117610
31232,81694
31233,32359
31234,181510
31235,78610
31236,126270
31237,65596
31238,23178
31239,156489
31240,92919
31241,192497
31242,143714
31243,177063
31244,92975
31245,132979
31246,71272
31247,37128
31248,106964
31249,135530
31250,2536
31251,111
31252,169665
31253,141629
31254,9542
31255,162925
31256,133767
31257,76966
31258,33195
31259,52415
31260,52434
31261,147551
31262,177342
31263,198004
31264,112304
31265,57115
31266,16653
31267,19663
31268,34770
31269,130102
31270,134189
31271,75349
31272,195341
31273,201011
31274,114011
31275,196670
31276,103966
31277,11613
31278,111084
31279,190568
31280,77866
31281,1088
31282,95757
31283,43554
31284,175432
31285,82898
31286,16620
31287,44971
31288,60782
31289,178287
31290,180902
31291,134082
31292,93660
31293,111121
31294,88364
31295,145775
31296,155404
31297,147784
31298,130892
31299,134175
31300,160388
31301,141909
31302,63404
31303,40582
31304,189966
31305,17974
31306,69963
31307,22335
31308,17758
31309,143196
31310,97651
31311,87546
31312,152838
31313,20424
31314,161997
31315,150021
31316,21147
31317,82249
31318,72936
31319,131288
31320,171332
31321,25924
31322,103488
31323,124772
31324,155151
31325,166734
31326,29264
31327,26839
31328,39841
31329,178134
31330,164532
31331,143363
31332,167072
31333,185428
31334,91224
31335,34791
31336,88875
31337,191493
31338,107693
31339,125154
31340,94905
31341,177325
31342,177207
31343,59452
31344,183428
31345,121255
31346,198201
31347,38703
31348,153143
31349,201462
31350,112301
31351,121202
31352,152855
31353,158756
31354,2165
31355,153529
31356,74358
31357,189937
31358,659
31359,88630
31360,179015
31361,81999
31362,21550
31363,985
31364,4432
31365,2999
31366,13020
31367,6861
31368,86221
31369,54296
31370,166737
31371,91595
31372,145984
31373,107531
31374,123218
31375,30634
31376,143609
31377,97485
31378,133027
31379,160144
31380,80714
31381,95976
31382,84288
31383,87874
31384,171734
31385,52179
31386,66814
31387,132636
31388,89594
31389,202985
31390,85662
31391,150562
31392,194072
31393,7962
31394,131191
31395,68752
31396,201357
31397,98783
31398,123588
31399,81580
31400,108194
31401,144134
31402,62549
31403,189783
31404,68499
31405,104323
31406,97696
31407,162975
31408,195568
31409,69509
31410,163543
31411,56727
31412,16142
31413,36455
31414,165819
31415,59587
31416,68760
31417,131162
31418,181402
31419,132305
31420,177237
31421,65292
31422,17992
31423,119735
31424,156691
31425,89907
31426,12752
31427,135427
31428,126724
31429,97529
31430,22601
31431,100344
31432,193381
31433,169860
31434,41865
31435,189033
31436,142038
31437,12675
31438,90315
31439,113694
31440,22402
31441,183758
31442,186626
31443,150478
31444,44448
31445,77053
31446,187704
31447,5388
31448,106111
31449,99687
31450,180926
31451,109242
31452,158055
31453,202632
31454,131798
31455,128938
31456,14518
31457,24510
31458,80871
31459,140424
31460,102581
31461,43929
31462,164481
31463,93943
31464,37515
31465,191545
31466,145237
31467,195628
31468,172577
31469,27532
31470,119436
31471,17204
31472,23425
31473,46786
31474,6160
31475,136684
31476,119673
31477,137246
31478,37989
31479,88421
31480,195235
31481,52651
31482,55893
31483,100589
31484,1289
31485,193154
31486,38729
31487,121371
31488,151167
31489,2064
31490,78212
31491,171609
31492,66687
31493,26900
31494,33452
31495,162300
31496,194044
31497,34820
31498,179194
31499,111812
31500,165391
31501,54634
31502,151113
31503,170807
31504,173050
31505,161899
31506,106375
31507,61542
31508,42315
31509,12485
31510,114543
31511,199958
31512,117706
31513,42923
31514,96853
31515,81
31516,113501
31517,153609
31518,7943
31519,171281
31520,115238
31521,69641
31522,171350
31523,44445
31524,71593
31525,175833
31526,89890
31527,134042
31528,133729
31529,167998
31530,177895
31531,161140
31532,118643
31533,65440
31534,153816
31535,27606
31536,182217
31537,58690
31538,76295
31539,64957
31540,62543
31541,32926
31542,67824
31543,102415
31544,95679
31545,167741
31546,199284
31547,78478
31548,32749
31549,184585
31550,133257
31551,13552
31552,82703
31553,81717
31554,73598
31555,190197
31556,113925
31557,166866
31558,144355
31559,47380
31560,173770
31561,131119
31562,201077
31563,172771
31564,48454
31565,124722
31566,76274
31567,143765
31568,168409
31569,148567
31570,141695
31571,190156
31572,183236
31573,136667
31574,52030
31575,176043
31576,21343
31577,49324
31578,134328
31579,194136
31580,122288
31581,58554
31582,68856
31583,83573
31584,5144
31585,21423
31586,60434
31587,59698
31588,87587
31589,58885
31590,201554
31591,190716
31592,100150
31593,124060
31594,197582
31595,136335
31596,149367
31597,180637
31598,181931
31599,160504
31600,33455
31601,3591
31602,19768
31603,179901
31604,123265
31605,181102
31606,38398
31607,145760
31608,103158
31609,24663
31610,177491
31611,139579
31612,173112
31613,121502
31614,26287
31615,143857
31616,115421
31617,110826
31618,185740
31619,171637
31620,163035
31621,45650
31622,38746
31623,185257
31624,96150
31625,196199
31626,115090
31627,135277
31628,135065
31629,182623
31630,11379
31631,9089
31632,49608
31633,140543
31634,29776
31635,131566
31636,194787
31637,83951
31638,7104
31639,18216
31640,151228
31641,153289
31642,4390
31643,34741
31644,202644
31645,84086
31646,20406
31647,105305
31648,196332
31649,5479
31650,38734
31651,8132
31652,110240
31653,46250
31654,188156
31655,90430
31656,90135
31657,7712
31658,18284
31659,61886
31660,181846
31661,53333
31662,94170
31663,168021
31664,127008
31665,118691
31666,121269
31667,56716
31668,56904
31669,115482
31670,36216
31671,137009
31672,156387
31673,44847
31674,57672
31675,13408
31676,1544
31677,125887
31678,149077
31679,64939
31680,53878
31681,116616
31682,48135
31683,37740
31684,172741
31685,181093
31686,182810
31687,31023
31688,91202
31689,155664
31690,49096
31691,18874
31692,51573
31693,100699
31694,120335
31695,165304
31696,139510
31697,159684
31698,42792
31699,8350
31700,59363
31701,118314
31702,35947
31703,35500
31704,128089
31705,167197
31706,58224
31707,69183
31708,153242
31709,87514
31710,92164
31711,138028
31712,98855
31713,115172
31714,165103
31715,98846
31716,117677
31717,55084
31718,181356
31719,125886
31720,141443
31721,192942
31722,34663
31723,77699
31724,53436
31725,54554
31726,44369
31727,32171
31728,189126
31729,32663
31730,90406
31731,112489
31732,67686
31733,181172
31734,58664
31735,133997
31736,98026
31737,132177
31738,173471
31739,109444
31740,29227
31741,174469
31742,96666
31743,131173
31744,93825
31745,64181
31746,99792
31747,135828
31748,40132
31749,48920
31750,181367
31751,141590
31752,187685
31753,164972
31754,51050
31755,152149
31756,140058
31757,98293
31758,127712
31759,98211
31760,137728
31761,31752
31762,38084
31763,101728
31764,158631
31765,195546
31766,124920
31767,181710
31768,76169
31769,61167
31770,19642
31771,195805
31772,158655
31773,43805
31774,111739
31775,79011
31776,75853
31777,86307
31778,191739
31779,15800
31780,167808
31781,3464
31782,54277
31783,112806
31784,33083
31785,171153
31786,79019
31787,189823
31788,155918
31789,142434
31790,154136
31791,117038
31792,163159
31793,42604
31794,93662
31795,7711
31796,5491
31797,119973
31798,187896
31799,194314
31800,155920
31801,58797
31802,26961
31803,75217
31804,60446
31805,109531
31806,127947
31807,66769
31808,80453
31809,997
31810,171344
31811,166927
31812,91539
31813,188707
31814,155888
31815,6585
31816,134947
31817,66424
31818,147317
31819,28330
31820,41501
31821,198853
31822,142814
31823,107680
31824,181526
31825,200400
31826,119404
31827,133193
31828,81933
31829,106069
31830,176493
31831,183333
31832,133125
31833,159390
31834,9080
31835,55128
31836,156791
31837,148579
31838,121804
31839,133626
31840,69773
31841,140483
31842,156801
31843,71141
31844,4465
31845,184607
31846,186911
31847,185556
31848,115195
31849,34412
31850,196338
31851,154686
31852,131613
31853,122527
31854,97854
31855,163584
31856,84360
31857,124467
31858,2783
31859,190450
31860,5508
31861,194660
31862,72423
31863,51659
31864,155074
31865,79929
31866,134882
31867,142962
31868,41076
31869,155
31870,35156
31871,127096
31872,23921
31873,47057
31874,48622
31875,102869
31876,174659
31877,148781
31878,16763
31879,82638
31880,177479
31881,95963
31882,52968
31883,23896
31884,152661
31885,15786
31886,51388
31887,61607
31888,162174
31889,174731
31890,195106
31891,98036
31892,38711
31893,150105
31894,161547
31895,15132
31896,184485
31897,27274
31898,48420
31899,182349
31900,21258
31901,40565
31902,187139
31903,52286
31904,19529
31905,114368
31906,129884
31907,98388
31908,16062
31909,37321
31910,26150
31911,102546
31912,127689
31913,17813
31914,164038
31915,65055
31916,104755
31917,41383
31918,178892
31919,12354
31920,61576
31921,123418
31922,195186
31923,62349
31924,130681
31925,109392
31926,194219
31927,150624
31928,55835
31929,129593
31930,108603
31931,124098
31932,200380
31933,126696
31934,129493
31935,171387
31936,15376
31937,163096
31938,140690
31939,197510
31940,18928
31941,148042
31942,181012
31943,68549
31944,27002
31945,63913
31946,36683
31947,65241
31948,187539
31949,143319
31950,18171
31951,78284
31952,4356
31953,88303
31954,123437
31955,124930
31956,182591
31957,41911
31958,162320
31959,42298
31960,112790
31961,43364
31962,46694
31963,118749
31964,2995
31965,106639
31966,115701
31967,109069
31968,147315
31969,11864
31970,58856
31971,46525
31972,48440
31973,81050
31974,197452
31975,13906
31976,113862
31977,111056
31978,59459
31979,167914
31980,174871
31981,54366
31982,147216
31983,94081
31984,142516
31985,156184
31986,45414
31987,55093
31988,149915
31989,59522
31990,92774
31991,183241
31992,192780
31993,166728
31994,7160
31995,63621
31996,82536
31997,191469
31998,41875
31999,19575
32000,158291
32001,173423
32002,98333
32003,175906
32004,35244
32005,171406
32006,13415
32007,159914
32008,121145
32009,177221
32010,69543
32011,31045
32012,87434
32013,176958
32014,10087
32015,117519
32016,183587
32017,143405
32018,63703
32019,180111
32020,196255
32021,39904
32022,110558
32023,18680
32024,173601
32025,169642
32026,89263
32027,128415
32028,102484
32029,4756
32030,171592
32031,120462
32032,81841
32033,18032
32034,73719
32035,94648
32036,106808
32037,104957
32038,143398
32039,19353
32040,17142
32041,149155
32042,90443
32043,118905
32044,7271
32045,59430
32046,190269
32047,35015
32048,122283
32049,112516
32050,109261
32051,140490
32052,202681
32053,184018
32054,163639
32055,138335
32056,31954
32057,91834
32058,145157
32059,48428
32060,130383
32061,37006
32062,141782
32063,30955
32064,74376
32065,138156
32066,197876
32067,5962
32068,66074
32069,24536
32070,51198
32071,26494
32072,21490
32073,196961
32074,146214
32075,59702
32076,97196
32077,98920
32078,153422
32079,104409
32080,17357
32081,177257
32082,48443
32083,42014
32084,159034
32085,88745
32086,126706
32087,140953
32088,1534
32089,151064
32090,182668
32091,679
32092,21473
32093,166591
32094,183122
32095,185076
32096,72877
32097,34606
32098,36533
32099,8391
32100,153775
32101,156331
32102,188479
32103,49255
32104,93659
32105,178451
32106,23165
32107,144105
32108,176133
32109,98535
32110,181653
32111,45429
32112,116976
32113,83659
32114,22066
32115,7330
32116,73323
32117,34366
32118,129526
32119,63566
32120,142484
32121,67523
32122,94805
32123,129666
32124,185600
32125,129984
32126,172525
32127,181855
32128,174747
32129,103716
32130,34213
32131,73569
32132,36901
32133,8284
32134,90963
32135,140888
32136,160244
32137,135933
32138,163803
32139,176834
32140,79406
32141,40451
32142,45024
32143,59785
32144,96184
32145,76645
32146,89974
32147,169957
32148,123298
32149,78897
32150,86546
32151,50477
32152,162660
32153,54650
32154,171429
32155,4290
32156,52049
32157,54334
32158,185489
32159,133224
32160,73036
32161,192831
32162,158038
32163,108063
32164,159989
32165,184633
32166,112069
32167,61151
32168,80935
32169,52767
32170,121005
32171,141755
32172,162770
32173,46989
32174,187026
32175,100783
32176,25914
32177,84334
32178,194385
32179,48335
32180,20317
32181,1129
32182,53917
32183,170885
32184,39669
32185,28332
32186,14575
32187,85820
32188,174442
32189,114570
32190,202074
32191,95325
32192,48085
32193,194733
32194,94333
32195,4418
32196,33602
32197,27941
32198,178917
32199,120343
32200,36530
32201,64630
32202,150513
32203,88874
32204,153528
32205,73054
32206,49886
32207,167676
32208,101667
32209,39342
32210,185361
32211,200744
32212,113772
32213,123562
32214,127705
32215,155016
32216,33355
32217,23980
32218,90415
32219,150299
32220,72987
32221,30485
32222,103002
32223,126334
32224,57489
32225,170181
32226,31808
32227,33286
32228,58935
32229,59591
32230,160777
32231,138749
32232,25684
32233,65919
32234,17178
32235,149795
32236,74813
32237,162331
32238,172957
32239,120265
32240,121439
32241,135913
32242,64170
32243,87603
32244,149941
32245,106174
32246,11
32247,107986
32248,41353
32249,171715
32250,125459
32251,12079
32252,201062
32253,187934
32254,111243
32255,68227
32256,188159
32257,41149
32258,36088
32259,125659
32260,177820
32261,54491
32262,40104
32263,135831
32264,103571
32265,57694
32266,133768
32267,83912
32268,98650
32269,185646
32270,32998
32271,154075
32272,108189
32273,72125
32274,118444
32275,194571
32276,7534
32277,193392
32278,141622
32279,177998
32280,21921
32281,192034
32282,149576
32283,24201
32284,97642
32285,58889
32286,21368
32287,82288
32288,24395
32289,76670
32290,136501
32291,109418
32292,56051
32293,189499
32294,57666
32295,123090
32296,32058
32297,121953
32298,4623
32299,150778
32300,162987
32301,57431
32302,190874
32303,90870
32304,162943
32305,157368
32306,68553
32307,154368
32308,6397
32309,71978
32310,68019
32311,161801
32312,149937
32313,68235
32314,38947
32315,109361
32316,52674
32317,11511
32318,178237
32319,111468
32320,76803
32321,87760
32322,38625
32323,23491
32324,124303
32325,65563
32326,130440
32327,25561
32328,114629
32329,34456
32330,124295
32331,153709
32332,128722
32333,186880
32334,150336
32335,112886
32336,135523
32337,166720
32338,158817
32339,15870
32340,103532
32341,193531
32342,174555
32343,54291
32344,164966
32345,37055
32346,102447
32347,136505
32348,6471
32349,15615
32350,46024
32351,134036
32352,36114
32353,32667
32354,47656
32355,61891
32356,23232
32357,125225
32358,146212
32359,3987
32360,78097
32361,88602
32362,158691
32363,69916
32364,13385
32365,54054
32366,144886
32367,2125
32368,70124
32369,193393
32370,187707
32371,155474
32372,131221
32373,20951
32374,99378
32375,7101
32376,51898
32377,177025
32378,13505
32379,18802
32380,6223
32381,93237
32382,100006
32383,83464
32384,130194
32385,51793
32386,192186
32387,129673
32388,139053
32389,178076
32390,16128
32391,114044
32392,124330
32393,123619
32394,169872
32395,137130
32396,74270
32397,184972
32398,160481
32399,160232
32400,65494
32401,115133
32402,152197
32403,172559
32404,27592
32405,152479
32406,61306
32407,148255
32408,100730
32409,104938
32410,131872
32411,142375
32412,27231
32413,19336
32414,88394
32415,74595
32416,191946
32417,196585
32418,168133
32419,11862
32420,81153
32421,46465
32422,171924
32423,106432
32424,69793
32425,16124
32426,121669
32427,60805
32428,194851
32429,116800
32430,175068
32431,2623
32432,72905
32433,26582
32434,2462
32435,88634
32436,39264
32437,114660
32438,152704
32439,47161
32440,113832
32441,177002
32442,45528
32443,193705
32444,44928
32445,148533
32446,72795
32447,107219
32448,18206
32449,181712
32450,142477
32451,108577
32452,91698
32453,8621
32454,86926
32455,61453
32456,186693
32457,56661
32458,129446
32459,56324
32460,4053
32461,148321
32462,132639
32463,132931
32464,15767
32465,122528
32466,92772
32467,190108
32468,82052
32469,177992
32470,179239
32471,122537
32472,190934
32473,160503
32474,139352
32475,171225
32476,180974
32477,124109
32478,64331
32479,76818
32480,40851
32481,112093
32482,97055
32483,141498
32484,11010
32485,32720
32486,84233
32487,115035
32488,80412
32489,100515
32490,176788
32491,26846
32492,202519
32493,149654
32494,176807
32495,46988
32496,76516
32497,200576
32498,163217
32499,28422
32500,57275
32501,64086
32502,138489
32503,28323
32504,117794
32505,25891
32506,116947
32507,66563
32508,66256
32509,53907
32510,123786
32511,21519
32512,171051
32513,54323
32514,77697
32515,122806
32516,94763
32517,181091
32518,14442
32519,44641
32520,82203
32521,15393
32522,119329
32523,40040
32524,23087
32525,6217
32526,72085
32527,79394
32528,184861
32529,163411
32530,145229
32531,80942
32532,64860
32533,156380
32534,183224
32535,195929
32536,1083
32537,115874
32538,202253
32539,140512
32540,26717
32541,109928
32542,21380
32543,177283
32544,184301
32545,103275
32546,113547
32547,133898
32548,26550
32549,114089
32550,29332
32551,156668
32552,154195
32553,103567
32554,167288
32555,6104
32556,77348
32557,172395
32558,140075
32559,145401
32560,193122
32561,76058
32562,6418
32563,34127
32564,187727
32565,51818
32566,176417
32567,29446
32568,202795
32569,109365
32570,31346
32571,46910
32572,71257
32573,31409
32574,38875
32575,107193
32576,202501
32577,45920
32578,32022
32579,14266
32580,116676
32581,154780
32582,161300
32583,39070
32584,161218
32585,133217
32586,111469
32587,126952
32588,101669
32589,181374
32590,49099
32591,96922
32592,170024
32593,165547
32594,41414
32595,18563
32596,180918
32597,32019
32598,62322
32599,101580
32600,42019
32601,66327
32602,154771
32603,125799
32604,32424
32605,143880
32606,96333
32607,154990
32608,197979
32609,185089
32610,46228
32611,42255
32612,19934
32613,84550
32614,44018
32615,162505
32616,51
32617,74443
32618,184484
32619,130714
32620,197767
32621,198979
32622,29681
32623,12870
32624,20849
32625,68003
32626,86819
32627,7013
32628,20693
32629,171011
32630,114907
32631,68036
32632,59955
32633,160274
32634,138393
32635,183409
32636,14346
32637,8305
32638,52062
32639,132136
32640,119459
32641,28840
32642,96003
32643,69450
32644,161977
32645,122931
32646,161636
32647,35367
32648,136285
32649,185316
32650,15289
32651,118097
32652,40015
32653,94728
32654,29004
32655,79856
32656,45929
32657,105792
32658,154749
32659,70883
32660,94344
32661,158617
32662,76687
32663,114855
32664,61404
32665,20756
32666,20906
32667,128195
32668,41761
32669,108750
32670,83118
32671,90222
32672,145398
32673,127285
32674,156440
32675,14940
32676,108872
32677,148788
32678,130849
32679,101785
32680,195416
32681,98773
32682,102942
32683,183944
32684,179553
32685,41486
32686,101936
32687,65550
32688,111180
32689,189402
32690,188898
32691,147521
32692,161771
32693,4994
32694,106339
32695,174658
32696,69436
32697,94312
32698,43892
32699,23044
32700,135398
32701,26703
32702,119295
32703,181354
32704,148800
32705,89586
32706,163816
32707,103970
32708,45798
32709,40136
32710,30184
32711,135860
32712,195775
32713,70743
32714,5605
32715,157713
32716,94033
32717,48566
32718,27730
32719,5302
32720,82461
32721,184124
32722,60614
32723,23779
32724,108595
32725,168816
32726,109223
32727,60684
32728,81278
32729,178666
32730,172940
32731,42975
32732,67096
32733,91590
32734,96723
32735,88351
32736,8859
32737,147720
32738,85155
32739,116524
32740,137386
32741,132745
32742,88498
32743,141221
32744,147827
32745,176357
32746,116317
32747,132015
32748,165286
32749,30054
32750,58203
32751,188480
32752,187647
32753,140199
32754,134658
32755,197329
32756,189791
32757,46510
32758,12014
32759,128039
32760,104343
32761,197433
32762,150489
32763,34557
32764,112664
32765,159607
32766,1727
32767,33045
32768,130162
32769,21062
32770,63743
32771,44791
32772,193619
32773,17947
32774,44942
32775,40642
32776,125332
32777,158538
32778,26685
32779,129578
32780,28580
32781,154664
32782,14986
32783,180368
32784,150608
32785,157977
32786,33370
32787,113481
32788,10
32789,43582
32790,116090
32791,162705
32792,102357
32793,109175
32794,146578
32795,19503
32796,161382
32797,119996
32798,185344
32799,48034
32800,109643
32801,38725
32802,116567
32803,2527
32804,121523
32805,202167
32806,117864
32807,104869
32808,180717
32809,189677
32810,43344
32811,17403
32812,108083
32813,92733
32814,180845
32815,29296
32816,93513
32817,67290
32818,83259
32819,16740
32820,133513
32821,94239
32822,8010
32823,146352
32824,28022
32825,201626
32826,124377
32827,34667
32828,160598
32829,44077
32830,33408
32831,89833
32832,178579
32833,161984
32834,134888
32835,83157
32836,175667
32837,109031
32838,128983
32839,155503
32840,67024
32841,113653
32842,148980
32843,119911
32844,70344
32845,58949
32846,6363
32847,184793
32848,46536
32849,173092
32850,135745
32851,137194
32852,97335
32853,69501
32854,139248
32855,30657
32856,139841
32857,99890
32858,112439
32859,165638
32860,66085
32861,92689
32862,159575
32863,65227
32864,36986
32865,198622
32866,38593
32867,115499
32868,1820
32869,18044
32870,49720
32871,88894
32872,22277
32873,130865
32874,81731
32875,63131
32876,10634
32877,7332
32878,139058
32879,64299
32880,18519
32881,91973
32882,150317
32883,22741
32884,202694
32885,114084
32886,3633
32887,18251
32888,96394
32889,55130
32890,90071
32891,101051
32892,168541
32893,131651
32894,114232
32895,2602
32896,151607
32897,108528
32898,46877
32899,109573
32900,19447
32901,123736
32902,134736
32903,111003
32904,196123
32905,74670
32906,61568
32907,130399
32908,198001
32909,189657
32910,39099
32911,162698
32912,159503
32913,165432
32914,199269
32915,122400
32916,27683
32917,179542
32918,22714
32919,170258
32920,76788
32921,76306
32922,146272
32923,127231
32924,10397
32925,197774
32926,24056
32927,194109
32928,100474
32929,85082
32930,116938
32931,198270
32932,45175
32933,141430
32934,115661
32935,51305
32936,55073
32937,91964
32938,29840
32939,165004
32940,93969
32941,31450
32942,145970
32943,82535
32944,131655
32945,146740
32946,97175
32947,138044
32948,186962
32949,28868
32950,70209
32951,26670
32952,11473
32953,4712
32954,150190
32955,103825
32956,195182
32957,173189
32958,104016
32959,146862
32960,131853
32961,39273
32962,48382
32963,158357
32964,158481
32965,189577
32966,26514
32967,160014
32968,193166
32969,50602
32970,8067
32971,148784
32972,137902
32973,82107
32974,91903
32975,27769
32976,175025
32977,196483
32978,140386
32979,78269
32980,22437
32981,140011
32982,85436
32983,97781
32984,167397
32985,131601
32986,170132
32987,172156
32988,53474
32989,85495
32990,32246
32991,44959
32992,42214
32993,86144
32994,138966
32995,143711
32996,102349
32997,187626
32998,23874
32999,197851
33000,87769
33001,135674
33002,58860
33003,145686
33004,103090
33005,50706
33006,157387
33007,48984
33008,68194
33009,30035
33010,93569
33011,50152
33012,40895
33013,78686
33014,163779
33015,78099
33016,154503
33017,182564
33018,111664
33019,2209
33020,177465
33021,176349
33022,142471
33023,50049
33024,71521
33025,125706
33026,81826
33027,189236
33028,126869
33029,188458
33030,101214
33031,58164
33032,129576
33033,121383
33034,180042
33035,185096
33036,173724
33037,966
33038,52678
33039,73014
33040,136898
33041,195470
33042,163270
33043,190092
33044,160292
33045,19547
33046,92494
33047,110863
33048,83612
33049,42291
33050,59791
33051,186916
33052,297
33053,82300
33054,6627
33055,110860
33056,169947
33057,63575
33058,203091
33059,71879
33060,140270
33061,45629
33062,44320
33063,64783
33064,189609
33065,133363
33066,45124
33067,138498
33068,52494
33069,94687
33070,160322
33071,98532
33072,60681
33073,132296
33074,151585
33075,79887
33076,199493
33077,45734
33078,7861
33079,23822
33080,722
33081,184588
33082,32967
33083,77794
33084,89581
33085,91292
33086,104028
33087,186534
33088,63897
33089,61029
33090,152187
33091,126550
33092,129854
33093,193803
33094,42992
33095,4544
33096,28299
33097,92373
33098,151285
33099,166596
33100,169621
33101,184408
33102,82680
33103,98419
33104,174112
33105,196653
33106,177789
33107,59429
33108,30831
33109,106112
33110,127179
33111,114293
33112,192577
33113,136614
33114,181696
33115,124305
33116,152970
33117,29799
33118,75424
33119,86697
33120,53720
33121,102008
33122,92295
33123,131093
33124,1788
33125,43836
33126,203084
33127,28728
33128,140476
